account,link,token,stem,amount_balance,bdv_balance
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-47428,1928807737,661586760
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16398,57520358500,12937190103
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16220,3339172158,3339172158
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-49900,700145108,240151843
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-34508,1235938845,423930680
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-12340,1397217763,1397217763
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16362,3019880922,679216447
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,3091824198,695397572
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,21510,5526308746,5526308746
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16352,402016732367,90419584075
0x2e5ae37154e3f0684a02cc1324359b56592ee1a8,"<a href=""https://etherscan.io/address/0x2e5ae37154e3f0684a02cc1324359b56592ee1a8"" target=""_blank"" >0x2e5ae37154e3f0684a02cc1324359b56592ee1a8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33008,3426530871,1175310229
0x2e6cbcfa99c5c164b0af573bc5b07c8bed18c872,"<a href=""https://etherscan.io/address/0x2e6cbcfa99c5c164b0af573bc5b07c8bed18c872"" target=""_blank"" >0x2e6cbcfa99c5c164b0af573bc5b07c8bed18c872</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16406000000,47499216781,10682884868
0x2e6cbcfa99c5c164b0af573bc5b07c8bed18c872,"<a href=""https://etherscan.io/address/0x2e6cbcfa99c5c164b0af573bc5b07c8bed18c872"" target=""_blank"" >0x2e6cbcfa99c5c164b0af573bc5b07c8bed18c872</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272000000,4209352629,946710969
0x2e6cbcfa99c5c164b0af573bc5b07c8bed18c872,"<a href=""https://etherscan.io/address/0x2e6cbcfa99c5c164b0af573bc5b07c8bed18c872"" target=""_blank"" >0x2e6cbcfa99c5c164b0af573bc5b07c8bed18c872</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,21646447826,482003116,482003116
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-45596000000,9531419628,3328644123
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,21701849969,1190055841,1190055841
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,1,0
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-54956000000,1380394474,482073199
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-15190,56055117,56055117
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272000000,4990365681,1122365917
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-11212,134597304,134597304
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16108,1046961353,1046961353
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-45668000000,6122258615,2138067670
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33944000000,6032826628,2106835464
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32696000000,10453306313,3650593305
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-44568000000,7528759873,2629258104
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-52736000000,3542190525,1237034160
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-43448000000,1777012793,620583650
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32968000000,4104217796,1433310144
0x2e95a39ef19c5620887c0d9822916c0406e4e75e,"<a href=""https://etherscan.io/address/0x2e95a39ef19c5620887c0d9822916c0406e4e75e"" target=""_blank"" >0x2e95a39ef19c5620887c0d9822916c0406e4e75e</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-46644000000,7397725727,2583497236
0x2e9af3a1f42435354846bff3681771b5e3551121,"<a href=""https://etherscan.io/address/0x2e9af3a1f42435354846bff3681771b5e3551121"" target=""_blank"" >0x2e9af3a1f42435354846bff3681771b5e3551121</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,345382993,76873599
0x2e9af3a1f42435354846bff3681771b5e3551121,"<a href=""https://etherscan.io/address/0x2e9af3a1f42435354846bff3681771b5e3551121"" target=""_blank"" >0x2e9af3a1f42435354846bff3681771b5e3551121</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16756,37842634886,8422822245
0x2e9af3a1f42435354846bff3681771b5e3551121,"<a href=""https://etherscan.io/address/0x2e9af3a1f42435354846bff3681771b5e3551121"" target=""_blank"" >0x2e9af3a1f42435354846bff3681771b5e3551121</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16286,2549168175,567380957
0x2e9af3a1f42435354846bff3681771b5e3551121,"<a href=""https://etherscan.io/address/0x2e9af3a1f42435354846bff3681771b5e3551121"" target=""_blank"" >0x2e9af3a1f42435354846bff3681771b5e3551121</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16668,10130180617,2254724358
0x2e9af3a1f42435354846bff3681771b5e3551121,"<a href=""https://etherscan.io/address/0x2e9af3a1f42435354846bff3681771b5e3551121"" target=""_blank"" >0x2e9af3a1f42435354846bff3681771b5e3551121</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16366,4151774169,924080892
0x2e9af3a1f42435354846bff3681771b5e3551121,"<a href=""https://etherscan.io/address/0x2e9af3a1f42435354846bff3681771b5e3551121"" target=""_blank"" >0x2e9af3a1f42435354846bff3681771b5e3551121</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16484,1776849855,395482252
0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2,"<a href=""https://etherscan.io/address/0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2"" target=""_blank"" >0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,22070512316,92889848,92889848
0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2,"<a href=""https://etherscan.io/address/0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2"" target=""_blank"" >0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,21522,62766652,62766652
0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2,"<a href=""https://etherscan.io/address/0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2"" target=""_blank"" >0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,17772,49744784,49744784
0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2,"<a href=""https://etherscan.io/address/0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2"" target=""_blank"" >0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,14538,150340716,150340716
0x2f4a81fdf6d61ebab81073826915f1426896bd37,"<a href=""https://etherscan.io/address/0x2f4a81fdf6d61ebab81073826915f1426896bd37"" target=""_blank"" >0x2f4a81fdf6d61ebab81073826915f1426896bd37</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,5,2
0x2f4a81fdf6d61ebab81073826915f1426896bd37,"<a href=""https://etherscan.io/address/0x2f4a81fdf6d61ebab81073826915f1426896bd37"" target=""_blank"" >0x2f4a81fdf6d61ebab81073826915f1426896bd37</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-23050,99261273847,22270840831
0x2f4a81fdf6d61ebab81073826915f1426896bd37,"<a href=""https://etherscan.io/address/0x2f4a81fdf6d61ebab81073826915f1426896bd37"" target=""_blank"" >0x2f4a81fdf6d61ebab81073826915f1426896bd37</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-34520,1,1
0x2f4a81fdf6d61ebab81073826915f1426896bd37,"<a href=""https://etherscan.io/address/0x2f4a81fdf6d61ebab81073826915f1426896bd37"" target=""_blank"" >0x2f4a81fdf6d61ebab81073826915f1426896bd37</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-34450,120977780778,27138441946
0x2f62960f4da8f18ff4875d6f0365d7dbc3900b8c,"<a href=""https://etherscan.io/address/0x2f62960f4da8f18ff4875d6f0365d7dbc3900b8c"" target=""_blank"" >0x2f62960f4da8f18ff4875d6f0365d7dbc3900b8c</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32652,9,3
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-7414,1262939627,1262939627
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16628,402473282,90214435
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-22778,7997872162,1792724025
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16448,8775379338,1967002353
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-17744,369641205,82855121
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-17588,259953078,58268514
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,12789,454207000,454207000
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-22980,57874927583,12972672109
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-17838,931900017,208885503
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-17168,940558950,210826403
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,13742943317,3080482433
0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb,"<a href=""https://etherscan.io/address/0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb"" target=""_blank"" >0x2f8c6f2dae4b1fb3f357c63256fe0543b0bd42fb</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-17404,518766036,116281470
0x305b0ecf72634825f7231058444c65d885e1f327,"<a href=""https://etherscan.io/address/0x305b0ecf72634825f7231058444c65d885e1f327"" target=""_blank"" >0x305b0ecf72634825f7231058444c65d885e1f327</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,8952303499,1992607190
0x305b0ecf72634825f7231058444c65d885e1f327,"<a href=""https://etherscan.io/address/0x305b0ecf72634825f7231058444c65d885e1f327"" target=""_blank"" >0x305b0ecf72634825f7231058444c65d885e1f327</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,2,0
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32872,3041768196,954348402
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32556,5728019651,1797154184
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33176,1393662983,437258842
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-10502,414741244,414741244
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33324,783101287,245696389
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33296,538789958457,169044221375
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16278,595643,133974
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,20463,4230403267,4230403267
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,13950,5982541792,5982541792
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16226,3459690810,3459690810
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33112,1553168271,487303293
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33056,1040955050,326597467
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33252,806215048,252948283
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32768,6481608462,2033591084
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32972,2667840804,837029466
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33076,1617685053,507545298
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32852,3077484578,965554342
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-13678,105181200,105181200
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32704,6764448672,2122331607
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32788,14113989119,4428234534
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,1663822372,374233899
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32984,7120436236,2234021960
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33032,2364411189,741829060
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16394,564,126
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32588,21148997693,6635453745
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33224,719563014,225761389
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32736,3945932240,1238027978
0x305c5e928370941be39b76deb770d9be299a5ff3,"<a href=""https://etherscan.io/address/0x305c5e928370941be39b76deb770d9be299a5ff3"" target=""_blank"" >0x305c5e928370941be39b76deb770d9be299a5ff3</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16294,61247,13775
